*Time 	Charge
0.000193132103302951	-0.000198448070380608	-1.80292778642066E-5	1.25922368367303	2.17020573665418E-9	1.12168375826552
0.000193652595980854	-0.000194860669272157	-1.79274094734838E-5	1.25829344448892	1.13076570059284E-9	1.12383843686913
0.000194693581336658	-0.00018805774538172	-1.72107777682839E-5	1.25648215799342	3.35878251341854E-10	1.12814383389969
0.000196361267243113	-0.000178113692995252	-1.62717663352296E-5	1.25370589550729	3.74497723992553E-11	1.13503058854393
0.00019891002969063	-0.000164920292054407	-1.50661685734133E-5	1.24972688061192	2.59959665197078E-10	1.14552862490574
0.000199547220302509	-0.000161981726221727	-1.47980698884109E-5	1.2487795546244	3.03018495209668E-10	1.14814787215253
0.00020069507211331	-0.000157005975997299	-1.43431246567294E-5	1.24711499981698	3.06296991314248E-10	1.15286062303919
0.000201980110342979	-0.000151881108831742	-1.38744207668629E-5	1.24531043445614	3.0514607277011E-10	1.15812777654656
0.000203854628415602	-0.000145162348227632	-1.32599409951445E-5	1.24277838423639	3.05042182587705E-10	1.16579373895474
0.000207603664560848	-0.000133980151440817	-1.2237212257328E-5	1.23801423175941	3.05054696518972E-10	1.18106064735645
0.000215101736851341	-0.000118212333264676	-1.07949272493274E-5	1.22937036811547	3.05055746494831E-10	1.21131724122894
0.000218642594106452	-0.000113226480778647	-1.03387710502501E-5	1.22562068573332	3.05050889453405E-10	1.22547297267556
0.000220778189760173	-0.000110811050279172	-1.01177709120048E-5	1.22343990105767	3.0502459040004E-10	1.2339684053897
0.000222610944164408	-0.00010901503434628	-9.95343780135771E-6	1.22160665955215	3.04988373071249E-10	1.24123328230643
0.000225603020642092	-0.000106508524771606	-9.72408048297013E-6	1.21867366356439	-6.22741039359393E-10	1.25304153337591
0.00022635728638632	-0.000105968890576208	-9.67469830728818E-6	1.21794734945862	-5.92822542893078E-9	1.25600597287516
0.000226415981389257	-0.000105927052598265	-9.67086896785929E-6	1.21789085188887	-1.86300124718785E-8	1.25623663030296
0.000226533371395132	-0.000105843746713852	-9.66324524398487E-6	1.21777791005523	0.0424371707579425	1.25669788656145
0.0002265627188966	-0.000105823003623051	-9.66134697044652E-6	1.21774968660916	1.14663639816068	1.25681318699376
0.000226585418856333	-0.000105806138925857	-2.67294870681667E-8	1.21772633718291	2.2962186785175	1.25690371262009
0.000226594928473671	-0.000105799117566363	-3.85452101170358E-6	1.21771662277544	2.82348031606308	1.26946862524249
0.000226600248620618	-0.000105795206724935	-4.35896705397454E-6	1.21771121614322	3.12574094751837	1.27895426308071
0.000226604912370766	-0.000105791786033649	-4.54257740756248E-6	1.21770648854373	3.27839051534263	1.28802365413023
0.000226610178263292	-0.000105787926607093	-4.5131425210343E-6	1.21770115380212	3.30693603356979	1.29847378421292
0.000226619741610618	-0.000105780909802178	-4.14109359425652E-6	1.2176914460951	3.30267751236344	1.31661700237429
0.000226624951751169	-0.000105777079603797	-3.8442338663458E-6	1.21768614100112	3.30027874100299	1.32578107382434
0.000226635311124557	-0.000105769443003112	-3.24075907087718E-6	1.21767554890114	3.29986220653914	1.34204754667256
0.000226648840364465	-0.000105759430228503	-2.54649196662626E-6	1.21766163224971	3.29997913703559	1.35957109985863
0.000226668074477344	-0.000105745136297131	-1.80360048673833E-6	1.21764171671646	3.30000123463248	1.37864116843583
0.000226697630293671	-0.000105723098716481	-1.16269349703657E-6	1.21761092650034	3.30000023526352	1.39949322140137
0.000226733615857118	-0.000105696213619666	-7.1240046928267E-7	1.21757325045475	3.29999998608238	1.41626890604045
0.000226765540176957	-0.000105672345891428	-4.47507321865714E-7	1.21753971195723	3.30000001548101	1.42577133816111
0.000226799085499291	-0.000105647272605758	-2.58060065760901E-7	1.21750439664561	3.30000001577098	1.43215283889053
0.000226825282525996	-0.000105627706092015	-1.5932069086233E-7	1.21747678239494	3.30000000927504	1.43534366736285
0.000226853597209835	-0.000105606579805517	-8.71814149761008E-8	1.21744691551314	3.30000000417033	1.43764185143526
0.000226892849703105	-0.000105577339859053	-2.49804488205996E-8	1.21740549373558	3.30000000120312	1.43962342706107
0.000226932626528301	-0.000105547772184522	9.92500126528739E-9	1.21736351039117	3.30000000093007	1.44075181113562
0.000226971678295928	-0.00010551880942522	2.79968190852742E-8	1.21732229244048	3.30000000177829	1.44135927777558
0.000227008921229867	-0.00010549125148529	3.68163242114861E-8	1.2172829883906	3.30000000297003	1.44168085232255
0.000227043874600466	-0.000105465445090047	4.09973281989551E-8	1.2172461071611	3.3000000041968	1.44185757508386
0.000227076955354588	-0.000105441072971502	4.29845536942253E-8	1.2172112088347	3.30000000551156	1.44196513324348
0.000227114028991984	-0.000105413819139422	4.40567404780268E-8	1.21717210708896	3.30000000729473	1.44205082202473
0.000227156300909816	-0.000105382821401712	4.45342545063454E-8	1.21712753458663	3.30000001006233	1.44212626642899
0.000227206311001983	-0.000105346255801386	4.46163443967862E-8	1.21707481946679	3.30000001551782	1.44220141370319
0.00022726828435312	-0.000105301102801381	4.44135279664692E-8	1.21700951931188	3.3000000343858	1.44228617774755
0.00022731134569432	-0.000105269832665122	4.41800755979216E-8	1.21696416291088	3.30000078535789	1.44234285263612
0.000227348491134582	-0.000105242926698779	4.39576526289898E-8	1.21692504859472	3.29999774221392	1.44239149140478
0.000227369113539863	-0.00010522801625612	4.38315161943592E-8	1.21690333745584	3.02131100856905	1.44241856376855
0.000227387281563978	-0.000105214896446881	4.37205667225271E-8	1.21688421284212	2.23394968306799	1.44244251295742
0.000227402438127785	-0.000105203962821321	4.36283809079896E-8	1.21686826008766	1.43047749272916	1.44246257574965
0.000227414175242698	-0.00010519550309418	4.35573852541893E-8	1.21685590755726	0.780680300790086	1.44247816596957
0.000227420935302084	-0.000109808093704089	-0.167933292587062	1.22516250772188	0.399651866119199	1.43513448675493
0.000227426465963271	-0.000115202357569899	-0.199533635016934	1.23487793145937	0.0954486292576671	1.4264921175174
0.00022743038569699	-0.000119540580030275	-0.209317132342427	1.24269257779375	0.00972064406458428	1.4195653927635
0.000227432571231662	-0.000122058095712418	-0.210565249196748	1.24722807233841	-0.00115220328294711	1.41555132217007
0.000227434390301996	-0.000124167518890772	-0.209700167215104	1.2510287439464	-0.00178959537959356	1.41218973605645
0.000227436867715977	-0.000127022391183118	-0.206388703947766	1.25617317497084	-0.000438246217854189	1.40764217903248
0.000227438265198116	-0.000128610306234123	-0.20373005132933	1.25903492432912	-9.50971907860885E-5	1.40511350316026
0.000227440783189822	-0.000131412348977733	-0.198007899922473	1.26408546281213	5.74350648014312E-5	1.40065215399349
0.000227443839635358	-0.000134695802643109	-0.190019742601166	1.27000493422184	4.06249782783391E-5	1.39542502709064
0.000227447552601553	-0.000138494048862015	-0.17956499861743	1.27685432880594	1.11650009481447E-5	1.38937860878337
0.000227453496624453	-0.000144155072746344	-0.164168569339395	1.28706705848289	8.67988082298143E-7	1.38036286748561
0.000227465358699754	-0.000154364508517801	-0.144595290581563	1.30549904009062	8.66291448068042E-7	1.36409365404601
0.00022748030730165	-0.000165440915763426	-0.12215153319833	1.32552152856516	1.09774275427075E-6	1.34642331259966
0.000227499842639141	-0.000177179471926081	-0.0947971444656375	1.34678385286615	6.18839883251931E-7	1.32766964689092
0.000227523343001429	-0.000187696807179449	-0.0665207046200589	1.3659005702858	2.56255517607351E-7	1.31082490404373
0.00022754341017133	-0.000194084848899934	-0.0476944273473823	1.37757438631992	1.1822813143588E-7	1.30055240033882
0.000227577307307456	-0.000201120295805879	-0.0260180468742179	1.39055704466566	2.36368960201231E-8	1.28915367344781
0.000227621238139716	-0.000205900553234883	-0.0107902189140772	1.39959984101744	-5.70085277427214E-9	1.28125769623532
0.000227660649202415	-0.000207756629260203	-0.00447973914052469	1.40334749962539	-3.18843080690673E-9	1.27803067034835
0.00022769433919771	-0.000208356462424675	-0.00203711882513513	1.40477991347533	2.32673483486003E-9	1.27683714686139
0.000227724027952409	-0.000208498269030244	-0.00102468890211949	1.40534760466339	5.59472401419788E-9	1.27639916954356
0.000227750714757757	-0.000208469512783971	-0.000570755769042641	1.40557704931843	6.85945844014672E-9	1.27625367735558
0.000227775824718258	-0.00020837433788401	-0.000342511201798956	1.40567022679631	7.18219285315018E-9	1.27622524533354
0.000227800796100715	-0.000208246041832894	-0.000214126089659317	1.40570203741906	7.08116038282095E-9	1.2762507738837
0.000227826747024025	-0.00020809391779153	-0.000136307467487384	1.40570085657048	6.78042865171303E-9	1.27630759306397
0.000227859381359294	-0.000207888671572398	-8.03907930597703E-5	1.4056736025881	6.3280264769365E-9	1.27640186553911
0.000227901754189959	-0.000207610698077509	-4.34212736237782E-5	1.40561637091494	5.73525394181757E-9	1.27654365577315
0.000227957655840359	-0.000207235455545351	-2.32304838716502E-5	1.40552342852861	5.14864609676658E-9	1.2767462681446
0.000228031765805392	-0.000206733605084164	-1.58262922242969E-5	1.4053885788777	4.4851258936634E-9	1.27702540509896
0.000228132130793982	-0.00020605471959767	-1.55300194233376E-5	1.40520049823985	3.76239607714031E-9	1.27740870584924
0.000228276276714772	-0.000205087106841306	-1.73514593113655E-5	1.404930066188	2.99936473412665E-9	1.27796038302229
0.000228508644357475	-0.000203547965620832	-1.85307681426217E-5	1.40449784689489	2.176168261134E-9	1.27884861515844
0.00022897337964288	-0.000200543206499426	-1.84980692029546E-5	1.40364445466737	1.23448455242439E-9	1.28062328149206
0.00022990285021369	-0.000194812531903621	-1.78313722491996E-5	1.40197474820841	4.37875929367351E-10	1.28417016414533
0.000231530819773862	-0.000185605074957684	-1.69488071265211E-5	1.39915952055966	3.61404802036304E-11	1.29037525389992
0.000234052998545875	-0.000173188586268094	-1.58159791354279E-5	1.395041989918	2.403527391622E-10	1.29996775182208
0.000234683543238878	-0.000170418392531901	-1.55636249876134E-5	1.39405673570921	3.01827027967129E-10	1.30236172575732
0.000235719800386742	-0.000166121667824148	-1.51709017619794E-5	1.39247142792051	3.06752802644271E-10	1.30629213314453
0.000236959066104996	-0.000161367452870875	-1.47361712088123E-5	1.3906265185231	3.05197691319751E-10	1.31098578870931
0.00023859955028754	-0.000155658081639143	-1.42141153275654E-5	1.38826193360109	3.05038445404498E-10	1.31718717974422
0.000241880518652629	-0.000145940039757361	-1.33254891444001E-5	1.38375964068588	3.05053760410384E-10	1.32954673679493
0.000248442455382806	-0.000131653904006518	-1.20190247607094E-5	1.37544758688009	3.05055841446503E-10	1.35407830061494
0.00025183817342098	-0.00012645842319782	-1.15438153773864E-5	1.37144389433294	3.05054186174056E-10	1.36667059146413
0.000254154309635532	-0.000123588158739626	-1.12812680734264E-5	1.36880531158539	3.05035546093791E-10	1.37521788320079
0.000256468238155178	-0.000121146429986618	-1.10579074692474E-5	1.36622838527177	3.04999490069954E-10	1.38372239240018
0.000258911224654866	-0.000118944011103392	-1.08564235860725E-5	1.36356064568936	-4.21027189549993E-12	1.39266300182977
0.000259930820109139	-0.000118155838200157	-1.0784315975565E-5	1.36246589052961	-1.25893092726775E-9	1.39637928607904
0.000260302371631164	-0.000117875160906944	-1.07586384860969E-5	1.36206789746021	-3.99823803918482E-9	1.39773262060533
0.000260488147392176	-0.000117736436668459	-1.07459469608218E-5	1.36186913506375	-8.67012829124874E-9	1.39840905705728
0.000260581035272682	-0.00011766747555142	-1.07396375266244E-5	1.36176981206134	-1.63470889708918E-8	1.39874721703748
0.000260627479212935	-0.000117633094919078	-1.07364921078101E-5	1.361720165067	-2.69932159817713E-8	1.39891628315175
0.000260677627551372	-0.000117596048578861	-1.07331029886026E-5	1.36166656930717	-6.73464995080164E-8	1.39909882237266
0.000260709467718962	-0.000117572578959724	-1.07309558154967E-5	1.36163254783183	-1.92173475712346E-6	1.39921471265169
0.000260734437200088	-0.000117554204672743	-1.07292748490195E-5	1.36160587222845	-4.21412954087694E-6	1.39930559085043
0.000260754061246488	-0.000117539783627052	-1.07279552334916E-5	1.36158491016624	0.127504503298663	1.39937701083439
0.000260764854005025	-0.00011753185986052	-1.07272304674666E-5	1.36157338261559	0.541001349841657	1.39941628906344
0.00026077577216943	-0.000117523849446854	-1.07264975106602E-5	1.36156172190896	1.10900716527717	1.39945602293781
0.000260784072886404	-0.000117517763047914	-1.07259406654237E-5	1.36155285719274	1.57600328678809	1.39948623072222
0.000260790532679273	-0.000117512762631833	-6.53144986983989E-8	1.3615454798154	1.94678653817786	1.39951015951177
0.000260794235217275	-0.000117509893655665	-3.05759526497695E-6	1.36154124462515	2.16147489690635	1.40314853507282
0.000260796181604723	-0.000117508388512988	-3.47186400517785E-6	1.36153902329103	2.27500380868049	1.40591487014647
0.000260799847900508	-0.000117505562243991	-4.0500168267954E-6	1.36153485424637	2.49027965516074	1.41206037211555
0.000260803040640378	-0.000117503107958328	-4.30595250122678E-6	1.36153123530773	2.67935180447107	1.41795703157067
0.000260809426120119	-0.00011749820652085	-4.41974283660329E-6	1.36152400779539	3.06180566747246	1.43019555215272
0.000260817427357402	-0.000117492063548497	-4.17217220061161E-6	1.36151494461134	3.29051286405782	1.44520219667835
0.000260823997183891	-0.000117487011671358	-3.81774719926398E-6	1.36150748484295	3.30644330136893	1.45671366010391
0.000260833628216178	-0.000117479586680957	-3.25891322461302E-6	1.3614965084428	3.30138004679849	1.4717682538726
0.000260844858249849	-0.000117470900242722	-2.66604339671517E-6	1.3614836486631	3.2999490610907	1.48659961711748
0.000260860991195573	-0.00011745837747057	-1.9929452435008E-6	1.36146507771609	3.2999577411415	1.50358042603373
0.000260885135131026	-0.000117439576301948	-1.35279766588781E-6	1.36143713801005	3.299998376938	1.52236832839597
0.000260921766518625	-0.000117410991438582	-8.28913210071391E-7	1.36139455093932	3.30000042931639	1.54186703761134
0.000260955420521347	-0.000117384705814239	-5.17260900778638E-7	1.36135528673009	3.300000043191	1.55329423934684
0.00026098735842075	-0.000117359762661806	-3.14738909601431E-7	1.36131794420499	3.30000002263576	1.56024540441559
0.000261017397374046	-0.000117336318546712	-1.862179086487E-7	1.36128277588028	3.30000001565707	1.56443959470205
0.000261042296936343	-0.000117316903966547	-1.14455339428332E-7	1.36125360282376	3.30000000848102	1.56672761433031
0.000261077943035725	-0.000117289148411359	-4.74399328709296E-8	1.3612118211342	3.30000000271382	1.56885587674647
0.000261117622767173	-0.000117258312560153	-4.26572110967527E-9	1.36116530072922	3.30000000078822	1.57023758100203
0.000261157067935551	-0.000117227727232105	1.88408550982899E-8	1.361119053522	3.30000000104608	1.57099670017839
0.000261195154065017	-0.000117198263247076	3.04059444289351E-8	1.3610744036996	3.30000000202058	1.57139947104315
0.000261231096493334	-0.000117170520066878	3.59530529792096E-8	1.36103227363514	3.30000000313024	1.57161564896065
0.000261264990532726	-0.000117144414225834	3.85952674264445E-8	1.36099255199149	3.30000000426194	1.57174077637428
0.000261299782591405	-0.000117117673816836	3.99385546856479E-8	1.36095178623687	3.30000000556344	1.57182777328614
0.000261340059231965	-0.000117086790468512	4.06259514917906E-8	1.36090460530007	3.30000000740764	1.57190241353767
0.000261386836956966	-0.000117051019656422	4.08564515552712E-8	1.36084982415876	3.30000001043313	1.57197230864669
0.000261443833751173	-0.00011700757556321	4.07740810004498E-8	1.36078309800343	3.30000001715095	1.57204711238355
0.000261516396066772	-0.000116952490750055	4.04525750674622E-8	1.36069818513748	3.30000005502734	1.57213691781812
0.000261541559820757	-0.000116933446371981	4.03092972334207E-8	1.360668747735	3.30000111340357	1.57216739231156
0.000261565767841482	-0.000116915153601127	4.01684765449772E-8	1.36064043293407	3.30000338463618	1.5721967560362
0.000261580681888334	-0.000116903897604104	4.00815736156801E-8	1.36062299100774	3.29997458152938	1.57221492170881
0.000261592690533997	-0.000116894842012272	4.00123703059307E-8	1.36060894816718	3.12388559178304	1.57222960319205
0.000261603926069809	-0.000116886375572278	3.99478636836648E-8	1.36059581038876	2.6676894945047	1.57224338641371
0.000261613049175695	-0.00011687950531325	3.98959727476722E-8	1.36058514339208	2.20580606359777	1.57225461134731
0.000261618698877829	-0.000116875252700765	3.98639912191356E-8	1.36057853791515	1.90648257101486	1.572261577343
0.000261628125095796	-0.000116868160802142	3.98108674914965E-8	1.36056751757809	1.40095812188175	1.5722732239555
0.000261635102136373	-0.000116862914246951	3.97716348743415E-8	1.36055936104581	1.0197587020853	1.57228186361068
0.00026164044848151	-0.000116858895452765	4.14509813140285E-8	1.36055311106922	0.723319787066493	1.57228569735953
0.000261644281018318	-0.00011898488298101	-0.141755954901349	1.36438116810028	0.508271453949151	1.56892891686252
0.000261647247451128	-0.000121420164504116	-0.168863907184146	1.36876629730166	0.340375822548075	1.56500584706322
0.000261650220953228	-0.000124296156386094	-0.187493394083248	1.37394546310375	0.1708508032827	1.56039671663148
0.000261652331467499	-0.000126513464792311	-0.195581062557252	1.3779388277948	0.0696050253193356	1.55685347113373
0.000261653827590735	-0.000128141619399003	-0.198955279469999	1.38087135272395	0.0271508760478742	1.55425451477268
0.00026165648200589	-0.000131083839988805	-0.201082024746199	1.38617122513532	0.00145277163768418	1.54956205774261
0.000261658513416873	-0.000133341541157961	-0.199981677028177	1.39023863523164	-7.36969464488306E-5	1.545964217166
0.000261661513416873	-0.000136628898331992	-0.195762545043422	1.39616196679833	3.39463563096137E-6	1.54072803759497
0.000261665513416873	-0.000140871727410286	-0.187524256774516	1.40380857969968	1.18499629414981E-5	1.53397215817822
0.000261673141509581	-0.000148367404953831	-0.168139053579239	1.41732334961293	5.50591071318267E-6	1.52203867845159
0.000261681011621225	-0.00015525356174706	-0.148211931837007	1.42974726286516	2.55480443869742E-6	1.51107135753788
0.000261688494842784	-0.000161183409151278	-0.136015255812385	1.44045319024137	1.8863909835145E-6	1.50162204273588
0.000261702669834011	-0.00017110092378303	-0.115739452420314	1.45837687768105	1.24437013317192E-6	1.48580209071657
0.000261722367683994	-0.000182366872794049	-0.0904363406164013	1.47877629847724	6.58441700247827E-7	1.46780464476965
0.000261748124323872	-0.000193290680376983	-0.062239110122043	1.4986248420353	2.5483664104672E-7	1.45030879692535
0.000261787171293792	-0.000203703906564101	-0.0320182757827059	1.51769037612658	2.09469781381155E-8	1.43353255773227
0.000261837724389106	-0.000210361497002154	-0.0111583924965108	1.53013199811339	-3.81114394489498E-8	1.42263187937523
0.000261886891408217	-0.000212801008782293	-0.00283554169279299	1.53499162711408	-2.31933288987334E-8	1.41842807076518
0.000261924105279049	-0.000213281443263824	-0.000671139437471879	1.53621819827875	-6.93236409590854E-9	1.41741242750927
0.000261953219862901	-0.000213276104279458	-0.000125914142680372	1.53649325063661	1.31444679672628E-9	1.41722272092972
0.000261975959958763	-0.000213170332383328	-2.25097582884359E-6	1.53652538056856	4.64801162339524E-9	1.41723600800249
0.000261993160337469	-0.000213065503368526	1.81880427128078E-5	1.53650489573529	5.90213549985845E-9	1.41728564964491
0.000262011781505927	-0.000212944499955015	1.82144485805225E-5	1.53646898885066	6.53916827244261E-9	1.4173515403572
0.000262035683393333	-0.00021278677526837	1.07242303926114E-5	1.5364182044325	6.74815648667918E-9	1.41744029046506
0.000262070826923433	-0.000212555321624563	-2.73377321668988E-7	1.53634357636154	6.51139338067034E-9	1.41757079571656
0.000262130149291466	-0.00021216823886494	-1.19000650045109E-5	1.53622200733807	5.82493655388577E-9	1.41778733495427
0.000262248794027531	-0.000211403840934654	-2.01653866507279E-5	1.5359886155037	4.52852012984583E-9	1.41821231160191
0.000262455912899532	-0.00021008873547923	-2.13000473203717E-5	1.53559121775197	3.06320962992892E-9	1.4189469426578
0.000262706321901468	-0.000208524546504663	-1.97673202715354E-5	1.53511579608842	2.14773942920439E-9	1.41983336825024
0.000263098504061736	-0.000206127701732894	-1.8804467355471E-5	1.5343773800676	1.37731890757967E-9	1.42122200248697
0.000263882868382273	-0.000201521889199641	-1.83331900839301E-5	1.53292452717386	5.91683154602259E-10	1.42399844070211
0.000265378924539777	-0.000193386962952291	-1.76528530720366E-5	1.53023918641638	6.37854874266103E-11	1.42928787515506
0.000267786783661292	-0.000181893131349378	-1.66099506874046E-5	1.52612885845854	1.9343178977967E-10	1.43778223872221
0.000270194642782806	-0.00017212884265215	-1.57160095276831E-5	1.52224794869287	3.03701035858576E-10	1.44625158927732
0.000271486596014909	-0.000167533699219485	-1.52956944402816E-5	1.52025121545897	3.05507392312215E-10	1.45078504258078
0.000272651555968984	-0.000163732181308884	-1.49480851583117E-5	1.51849632956791	3.05093381874514E-10	1.45486604338252
0.000274981475877134	-0.000156965215295471	-1.43293112018356E-5	1.5150984394241	3.05049646445651E-10	1.46300757666257
0.000279629452848711	-0.000146161608958383	-1.33413564116711E-5	1.50868309799637	3.05055466029713E-10	1.47916272606405
0.000283754538091924	-0.000138993718714051	-1.26858109871023E-5	1.50331821552346	3.05055024290413E-10	1.49339960924077
0.000286451170637334	-0.000135307891570263	-1.23486943895273E-5	1.49994824676696	3.05044397133097E-10	1.50265349819346
0.000288929611936159	-0.000132473217858961	-1.20894137701361E-5	1.49692780013176	3.0501207384067E-10	1.51112067253265
0.000290818388525191	-0.000130610672583631	-1.19190421547649E-5	1.4946678626215	2.66679182986005E-10	1.51754851403943
0.000291762776819708	-0.000129792487752606	-1.18441959814364E-5	1.49355397276026	-5.57729014557038E-11	1.52075157948467
0.000292897251557233	-0.000128852877633839	-1.17582458725451E-5	1.49222214459337	-1.50034460474464E-9	1.52459425555324
0.00029330486289961	-0.000128531920707387	-1.17288845108976E-5	1.49174604216954	-3.47408661355423E-9	1.52597288072088
0.000293508668570799	-0.000128373453273989	-1.17143891948945E-5	1.49150828438099	-7.4428018964526E-9	1.52666194148674
0.000293610571406393	-0.000128294718764188	-1.17071867424823E-5	1.49138947837991	-1.37284342145387E-8	1.52700640574358
0.00029366152282419	-0.000128255475868588	-1.17035964191103E-5	1.49133009354486	-2.20476869998433E-8	1.5271786220959
0.000293730885414445	-0.000128202198390159	-1.16987224854093E-5	1.49124927143862	-6.22425426311022E-8	1.52741304982678
0.000293746773424076	-0.000128190026059016	-1.16976090147602E-5	1.49123076311218	-1.1841916695489E-7	1.52746674295915
0.000293766623633395	-0.000128174830209105	-1.16962191647474E-5	1.49120764088545	-2.50913123335106E-6	1.52753382493786
0.000293782570100872	-0.000128162634853268	-1.16951034474511E-5	1.49118906764165	-4.88126778940199E-6	1.52758771288379
0.000293797646220538	-0.00012815111580089	-1.16940500536344E-5	1.49117150967578	9.58959767749512E-6	1.52763865832412
0.000293806592647485	-0.000128144285213239	-1.16934248666212E-5	1.49116109121172	0.0134936160194226	1.52766888953469
0.000293813827542915	-0.000128138764129204	-1.16929202143012E-5	1.49115266629635	0.209620207005997	1.527693336985
0.000293819800550688	-0.000128134207884045	-1.16925032003223E-5	1.49114571110093	0.481206545691602	1.52771352008185
0.000293827585532682	-0.000128128271992267	-1.16919602639598E-5	1.49113664634521	0.892170671574014	1.52773982570088
0.000293835010461994	-0.000128122613300974	-1.16914429000303E-5	1.49112800122225	1.30325729407049	1.52776491422518
0.000293841691662421	-0.000128117523651383	-1.16909774448004E-5	1.49112022237685	1.680269521893	1.52778748949072
0.000293846828287545	-0.000128113380526429	-4.72825405495314E-8	1.49111382520296	1.97430929376991	1.52780521038488
0.000293850236629911	-0.000128110621581357	-2.79506049594147E-6	1.4911095615529	2.17159116446999	1.5307781140232
0.000293852027619361	-0.000128109173161306	-3.16285476742451E-6	1.49110732309769	2.27598484166816	1.53308973367855
0.000293855497726869	-0.000128106374049253	-3.71980038949005E-6	1.49110299840666	2.47969547119825	1.53841161061752
0.000293859340574605	-0.000128103282932557	-4.02924153775075E-6	1.49109822357975	2.70742198444881	1.54498669109708
0.000293864903440972	-0.000128098814961675	-4.13020061529323E-6	1.49109132150647	3.04078471818248	1.55493553375325
0.000293872398631275	-0.000128092794863477	-3.92817880623397E-6	1.49108201760779	3.28499853119206	1.56812805740828
0.000293878842842082	-0.00012808761242411	-3.60791999298726E-6	1.491074002966	3.30705882132694	1.57877685228386
0.000293885616442075	-0.000128082155214315	-3.23287561343477E-6	1.49106555718327	3.30183478134021	1.58900812248662
0.000293894897590786	-0.000128074660249666	-2.74665341137847E-6	1.49105394710619	3.2999272425098	1.60134192636325
0.000293908211754089	-0.000128063877820495	-2.16417085852072E-6	1.49103722443149	3.29993138136236	1.61601184680557
0.000293927623922799	-0.000128048110521917	-1.54498603954778E-6	1.49101273265862	3.29999662848927	1.63245719637471
0.000293957940588343	-0.000128023435029156	-1.0339789779934E-6	1.49097432811319	3.30000078294401	1.65108246369816
0.000293988257253888	-0.000127998732027734	-6.96485188633744E-7	1.49093579740044	3.30000002783618	1.66384538032098
0.000294017626853153	-0.000127974795394614	-4.60389106393677E-7	1.4908983876347	3.30000000557426	1.67226561952065
0.000294052180354588	-0.000127946646975907	-2.65936709098469E-7	1.4908543064448	3.30000001478879	1.67877408982577
0.000294078720060572	-0.000127925045367405	-1.66337512652603E-7	1.49082041452731	3.30000000990933	1.68197973042746
0.000294108179867757	-0.0001279010937143	-9.20393423697874E-8	1.49078277302848	3.30000000464201	1.68434065117003
0.000294148543382503	-0.000127868332620018	-2.9556179725887E-8	1.4907311826214	3.30000000134986	1.6863247250806
0.000294188760202297	-0.000127835761355222	4.45059278320059E-9	1.4906797728022	3.30000000084967	1.68741826002245
0.000294227779722377	-0.000127804231602191	2.16891651305673E-8	1.49062989500538	3.30000000152524	1.68799262539219
0.000294264814861748	-0.00012777437309186	3.00232771976994E-8	1.49058255963495	3.30000000255852	1.68829198099431
0.000294299469346626	-0.000127746494782421	3.39620020994857E-8	1.490538274407	3.3000000036244	1.68845423322454
0.000294332244696783	-0.000127720182801383	3.58423157820198E-8	1.49049639819927	3.30000000473972	1.68855176571376
0.000294369702257972	-0.000127690177232687	3.688665461965E-8	1.49044854950287	3.30000000622854	1.68862987450608
0.000294412330998841	-0.000127656114022656	3.73588093793842E-8	1.49039410833212	3.30000000842713	1.68869733539498
0.000294463036682421	-0.000127615714126783	3.74561670568596E-8	1.49032937077319	3.30000001245091	1.68876396273944
0.000294526164845109	-0.000127565594228773	3.728444930573E-8	1.49024880158844	3.30000002365486	1.68883882226908
0.000294572191073529	-0.000127529176061181	3.70675490302119E-8	1.49019007923301	3.3000000631389	1.68889116985743
0.000294601009869265	-0.000127506426278678	3.6915263734727E-8	1.49015331947661	3.30000160902042	1.68892370267776
0.000294623582337247	-0.000127488635854434	3.67944590351499E-8	1.49012453181669	3.30000328800573	1.68894925531671
0.000294642590009825	-0.000127473674366385	3.66929704398444E-8	1.49010029363092	3.24916812980087	1.68897087505857
0.000294657526688942	-0.000127461929672279	3.66133185991657E-8	1.49008124869897	2.70758505723182	1.68898794059412
0.000294669901545625	-0.000127452207589585	3.65485171016644E-8	1.49006547154218	2.08584784803874	1.68900213148162
0.000294680804914255	-0.000127443647748748	3.64913788075683E-8	1.49005157144268	1.50123498728187	1.68901467364435
0.000294689231149806	-0.000127437036585576	3.64477976688704E-8	1.49004082994612	1.0396400545284	1.68902439086248
0.00029469600930368	-0.00012743172097629	3.76828737103097E-8	1.49003218971893	0.662435654584656	1.6890295982362
0.000294700294179816	-0.000129759483108671	-0.135880142255068	1.49422346621039	0.420934182458506	1.68534384290389
0.000294703695835295	-0.000132452176039521	-0.16246353700663	1.49907213715688	0.227432079380428	1.68101134084393
0.000294706870053729	-0.000135389824549748	-0.178446546535369	1.50436245457202	0.071033164000949	1.67630740943102
0.000294708247631943	-0.000136758343103338	-0.182761666130233	1.50682717578065	0.0309349761157184	1.67412120150772
0.000294710825226181	-0.000139397625332549	-0.187025142684661	1.51158098408723	0.00250446699953957	1.66990901831807
0.000294712848339199	-0.000141498444975241	-0.187369122252846	1.51536542128393	0.000158364218266212	1.66655938269093
0.000294715848339199	-0.000144593615615918	-0.184877126854715	1.52094191571547	1.55560428038489E-5	1.66162741412101
0.000294719848339199	-0.000148614864251329	-0.178419341657232	1.52818840690955	-8.28089931303925E-6	1.65522263467402
